Image1-x,Image1-y,Image2-x,Image2-y
70.46133422851562,82.17626190185547,72.6528091430664,82.18264770507812
158.12820434570312,40.313072204589844,160.3667449951172,40.27063751220703
803.1776733398438,160.50799560546875,805.283447265625,160.5704803466797
37.78457260131836,59.57412338256836,40.09128952026367,59.62624740600586
110.25308227539062,83.99176025390625,112.46395111083984,84.05757141113281
92.96512603759766,67.84300994873047,95.1225357055664,67.83332061767578
51.841854095458984,51.59886932373047,54.11296463012695,51.618080139160156
27.60753059387207,48.29389953613281,29.904239654541016,48.30199432373047
125.34142303466797,83.74706268310547,127.51042175292969,83.80084991455078
224.6434783935547,147.8453369140625,226.78140258789062,148.03257751464844
43.80343246459961,81.43768310546875,46.163021087646484,81.56243896484375
44.26021957397461,80.311279296875,46.51955032348633,80.48666381835938
421.1259765625,157.62783813476562,423.14715576171875,157.88250732421875
107.412841796875,40.5782470703125,109.53282928466797,40.67873001098633
219.6633758544922,72.64385223388672,221.64015197753906,72.69706726074219
195.73724365234375,42.09914779663086,197.84890747070312,42.10636520385742
56.15861511230469,83.24880981445312,58.26259231567383,83.31494903564453
635.4872436523438,158.4997100830078,637.4364013671875,158.62216186523438
57.615970611572266,83.14330291748047,59.8295783996582,83.17916870117188
97.63220977783203,59.947513580322266,99.86650848388672,59.952842712402344
227.74278259277344,83.88812255859375,229.6691131591797,83.98696899414062
117.4583969116211,60.777828216552734,119.65147399902344,60.77360534667969
230.7323455810547,163.63645935058594,232.85716247558594,163.7262420654297
204.53280639648438,84.1639633178711,206.58778381347656,84.2549057006836
232.91436767578125,143.30487060546875,234.95431518554688,143.3724365234375
101.3886947631836,67.71347045898438,103.69281005859375,67.72376251220703
179.11785888671875,84.10989379882812,181.2660675048828,84.16165924072266
91.64126586914062,83.64628601074219,93.84838104248047,83.6641845703125
177.8820037841797,52.49155807495117,179.92544555664062,52.54938888549805
187.74525451660156,156.6772918701172,189.8633575439453,156.87936401367188
89.09610748291016,50.795936584472656,91.53256225585938,50.81238555908203
39.89509963989258,49.100521087646484,42.11614227294922,49.10877227783203
572.2013549804688,159.5666961669922,573.8671264648438,159.49940490722656
207.54803466796875,163.18032836914062,209.55970764160156,163.3102264404297
579.2213745117188,225.20518493652344,581.5235595703125,225.1859893798828
