Image1-x,Image1-y,Image2-x,Image2-y
1513.0263671875,591.9675903320312,444.8332824707031,262.0448303222656
1512.9422607421875,592.0654907226562,383.4400634765625,268.351318359375
204.94874572753906,449.709228515625,1303.7777099609375,73.60663604736328
308.3728942871094,385.1117858886719,452.02398681640625,180.4298095703125
751.1884765625,1224.5234375,1376.2442626953125,78.86122131347656
2183.359619140625,240.28326416015625,368.4938049316406,306.9014587402344
1387.138671875,949.4671020507812,1375.8775634765625,78.28341674804688
304.60723876953125,699.9816284179688,1303.9427490234375,74.0770492553711
1578.620849609375,515.2257690429688,518.0103759765625,317.0184020996094
308.597900390625,161.1563262939453,502.1789245605469,329.0228576660156
2144.28466796875,1251.6697998046875,1420.01025390625,68.69188690185547
2326.67578125,1160.3662109375,1496.426025390625,25.707416534423828
2378.61767578125,120.88491821289062,479.2808532714844,267.73760986328125
308.597900390625,161.1563262939453,1283.73486328125,57.04741287231445
329.7234191894531,813.5150756835938,483.37469482421875,189.5856475830078
364.29376220703125,705.437255859375,496.4172058105469,206.0087890625
1025.073974609375,491.0201721191406,1322.489990234375,142.15008544921875
331.0753479003906,1058.7491455078125,1355.79443359375,78.49822998046875
368.5269470214844,457.3280944824219,507.2853088378906,278.3197326660156
1549.169921875,489.1888732910156,1275.5533447265625,34.22996139526367
2118.6171875,447.57098388671875,1235.5289306640625,179.82437133789062
362.4454040527344,674.2376098632812,523.115966796875,291.3112487792969
1122.7359619140625,1149.8253173828125,1242.2191162109375,244.29150390625
1578.79931640625,88.22572326660156,1482.3310546875,42.11336135864258
494.5665588378906,1142.7568359375,1370.2816162109375,210.18997192382812
1002.2042236328125,712.751953125,1275.5968017578125,34.58794403076172
1237.6552734375,442.242919921875,1452.1834716796875,130.41355895996094
1898.1036376953125,875.7892456054688,1521.9632568359375,69.0417709350586
1025.073974609375,491.0201721191406,1323.6552734375,144.26622009277344
382.83306884765625,1208.7010498046875,1375.258544921875,25.929779052734375
